title;link;author;date_published;image_url;content;category
 Forêts du Maroc 2020-2030: La BAD apporte son appui;https://www.leconomiste.com/article/1121335-forets-du-maroc-2020-2030-la-bad-apporte-son-appui ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 L’Economiste Meetings/Forum économique régional: Effet Mondial et chantiers tous azimuts;https://www.leconomiste.com/article/1121339-l-economiste-meetings-forum-economique-regional-effet-mondial-et-chantiers-tous ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 L’Heure des Experts/Forum économique régional: Après les performances, le challenge de la pérennité;https://www.leconomiste.com/article/1121338-l-heure-des-experts-forum-economique-regional-apres-les-performances-le-challenge-de ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 L’Economiste Meetings/Forum économique régional: Résoudre l’équation mobilité/démographie;https://www.leconomiste.com/article/1121340-l-economiste-meetings-forum-economique-regional-resoudre-l-equation-mobilite ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 L’Economiste Meetings/Forum économique régional: Les leviers d’accélération du développement;https://www.leconomiste.com/article/1121341-l-economiste-meetings-forum-economique-regional-les-leviers-d-acceleration-du ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Promotion du tourisme: Le poids du transport;https://www.leconomiste.com/article/1121375-promotion-du-tourisme-le-poids-du-transport ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Maroc-Dubaï: Coup d’accélérateur à la coopération économique;https://www.leconomiste.com/article/1121403-maroc-dubai-coup-d-accelerateur-la-cooperation-economique ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Forum de Paris sur la paix: L’UM6P accueille la 1re édition hors de France;https://www.leconomiste.com/article/1121402-forum-de-paris-sur-la-paix-l-um6p-accueille-la-1re-edition-hors-de-france ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Programmes sociaux: Les clignotants au vert, selon la BAD;https://www.leconomiste.com/article/1121404-programmes-sociaux-les-clignotants-au-vert-selon-la-bad ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 L’Economiste Meetings/Forum économique régional: Comment Tanger a métamorphosé son territoire;https://www.leconomiste.com/article/1121342-l-economiste-meetings-forum-economique-regional-comment-tanger-metamorphose-son ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Registre de commerce de Casablanca: Les préposés croulent sous le poids des dossiers;https://www.leconomiste.com/article/1121406-registre-de-commerce-de-casablanca-les-preposes-croulent-sous-le-poids-des-dossiers ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 AMO/Basculement des assurés couverts par les assurances: Ce que les opérateurs ont dit…;https://www.leconomiste.com/article/1121405-amo-basculement-des-assures-couverts-par-les-assurances-ce-que-les-operateurs-ont ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Registre de commerce Casablanca: Panne de prises de rendez-vous;https://www.leconomiste.com/article/1121407-registre-de-commerce-casablanca-panne-de-prises-de-rendez-vous ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Marrakech/Tourisme: Les ambitions des professionnels;https://www.leconomiste.com/article/1121463-marrakech-tourisme-les-ambitions-des-professionnels ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Agriculture: Et si le changement climatique était une opportunité?;https://www.leconomiste.com/article/1121460-agriculture-et-si-le-changement-climatique-etait-une-opportunite ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Zones humides: Kénitra veut décrocher le label Ramsar;https://www.leconomiste.com/article/1116571-zones-humides-kenitra-veut-decrocher-le-label-ramsar ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Régions
 Prisons: Le projet de loi en deuxième lecture;https://www.leconomiste.com/article/1121459-prisons-le-projet-de-loi-en-deuxieme-lecture ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
 Les prix du mouton flambent toujours;https://www.leconomiste.com/article/1121461-les-prix-du-mouton-flambent-toujours ;;08/07/2024;https://www.leconomiste.com/sites/all/themes/eco7_vf/images/logo2024.png;;Economie
